"section","category","title","summary","article_summary","date","date_iso","year","month","url","page"
"success-stories","Gender and rural advisory services","A voice of resilience","The farmer field schools are a key component of the Building a Resilient Churia Region in Nepal project, funded by the Green Climate Fund (GCF) and implemented by the Food and Agriculture Organization of the United Nations (FAO) together with the Government of Nepal.","We learnt this in the field school course.” She is visibly proud of her newfound skills and her involvement in the Natural Resource Management farmer field school where she and a group of other farmers work collectively in this parcel of land in Udayapur district, southeastern Nepal. I also learned how to make compost.” Farmer field schools not only introduce modern yet accessible farming techniques, but also ensure that all farmers — including women, men and people with disabilities — can access tools for growth and empowerment. ©FAO/Adarsha Dhungel Building knowledge and agency The farmer field schools not only introduce modern yet accessible farming techniques, but also foster inclusive participation, ensuring that all farmers — including women, men and people with disabilities — can access tools for growth and empowerment.","03/06/2025","2025-06-03","2025","6","https://www.fao.org/newsroom/story/a-voice-of-resilience/en","1"
"success-stories","Gender and climate change, agroecology and biodiversity","Three tales of biodiversity revival in Latin America","Latin America and the Caribbean are home to some of the planet’s greatest biodiversity. Here are three GEF-funded, FAO projects conserving and restoring ecosystems across Brazil, Chile and Venezuela.","Brazil’s Caatinga biome blossoms again In northeastern Brazil, in the arid landscape of the Caatinga, farmer Eusébia Bezerra is transforming dry barren land into a diversified orchard, with the support of the FAO-led, GEF-financed Sustainable Agroforestry Practices and Biodiversity Conservation project. The vulnerable status of the puye prompted local fishers to prioritize its conservation and to work with FAO and national and local authorities to develop measures that integrate traditional practices with ones that are both more sustainable and culturally appropriate. FAO, together with the Ministry of People's Power for Ecosocialism (MINEC) and GEF, implemented a project to restore 5 246 hectares of ecosystems in the Venezuelan Andean region, in the west of the country, so that the frontino bear, other animal species and local communities can live together in harmony.","22/05/2025","2025-05-22","2025","5","https://www.fao.org/newsroom/story/three-tales-of-biodiversity-revival-in-latin-america/en","1"
"success-stories","Gender equality and women's empowerment","Meeting demand for tasty tilapia in Côte d’Ivoire","In a country that consumes around 500 000 tonnes of it a year, it is safe to say that the people of Côte d’Ivoire love to eat fish.","FAO’s FISH4ACP project is working with Salimata and other fish farmers to increase the country’s production and meet domestic demand. So, you need to be able to sell the fish as soon as they reach market size, or they will cost you even more.” FISH4ACP also provided Salimata with technicians who cleaned her ponds and raised the height of the dikes, planting them with turf to prevent fissures and possible landslides during the rainy season. “My daughter will continue it, as will her children and so on.” Along with the other pilots, Salimata’s farm is being supported by FISH4ACP as a model that other farmers can replicate, in support of the government’s production goal of satisfying domestic demand, ensuring food security for its growing population and avoiding expensive imports.","15/05/2025","2025-05-15","2025","5","https://www.fao.org/newsroom/story/meeting-demand-for-tasty-tilapia-in-c%C3%B4te-divoire/en","1"
"success-stories","Gender and innovative and labour-saving technologies","From fire hazard to green gold","In the quiet forests of Nepal's Nawalpur District, a revolution is taking root with the most unlikely tools -- cutters and compost heaps. A group of women in Binayi Triveni are turning what was once one of the region's greatest threats into a promising economic opportunity.","Meena’s work has not only built a thriving local economy but has also contributed to a 70 percent reduction in forest fires over the past year. “Additionally, the bio-fertilisers we produce after processing the material are ‘organically pure,’ making them safer for human health and more suitable and environmentally friendly."" Serving as Secretary, Meena manages the day-to-day operations of the Binayi Community Forest User Group, a community collective dedicated to responsible management of the forest. The group’s work has not only built a thriving local economy built on organic fertiliser but has also contributed to a 70 percent reduction in forest fires over the past year.","18/04/2025","2025-04-18","2025","4","https://www.fao.org/newsroom/story/from-fire-hazard-to-green-gold/en","1"
"success-stories","Gender equality and women's empowerment","The transformative power of school meals","A teacher from El Salvador, a young student from the Dominican Republic and a family farmer from Guatemala have never met, but their life stories are wound around the same cause.","This course was taught with the support of the Sustainable School Feeding Network (RAES) and with the technical assistance of the Food and Agriculture Organization of the United Nations (FAO), the government of El Salvador, the Brazilian Cooperation Agency (ABC) and the National Fund for the Development of Education of Brazil within the framework of the Brazil-FAO International Cooperation Program. Left/top: ©FAO/Vanessa Olarte Right/bottom: © Keyla Mariano School gardens inspire Dominican students In the Dominican Republic, young students like Keyla Mariano discovered the value of food by getting their hands dirty in their school garden. School feeding programmes in Latin America are advancing in the last years with concrete increases in the number of students benefitting (currently around 80.3 million), the number of school days with meal provisions, the number of countries with school feeding laws (now up to six) and stronger connections between school feeding and family farmers.","12/03/2025","2025-03-12","2025","3","https://www.fao.org/newsroom/story/the-transformative-power-of-school-meals/en","1"
"success-stories","Gender and climate change, agroecology and biodiversity","Indigenous women researchers speak their knowledge in an academic voice","They are food providers, custodians of seeds, keepers of medicinal plants and guardians of biodiversity. They are knowledge holders and teachers of the younger generations.","In 2015, FAO partnered with Indigenous Women’s organizations globally to implement national and regional Indigenous Women Leadership Schools on Human Rights and Food Security – focused on priorities such as land tenure and Free, Prior and Informed Consent . Through the Knowledge Makers Programme, FAO and TRU facilitated an international research cohort of Indigenous Women focused on Indigenous Peoples’ food and knowledge systems and climate action. Ensuring that Indigenous Women share their wisdom through academic research is central to leveraging their oral knowledge, which has been gathered over thousands of years in more than 5 000 Indigenous Peoples communities around the world.","06/03/2025","2025-03-06","2025","3","https://www.fao.org/newsroom/story/indigenous-women-researchers-speak-their-knowledge-in-an-academic-voice/en","1"
"success-stories","Gender and innovative and labour-saving technologies","A gift for conservation helps reduce conflict between humans and wildlife","Chipo works as a Resource Monitor in northern Zimbabwe with the Mucheni Community Conservancy, which is being established with support from the Sustainable Wildlife Management (SWM) Programme.","Chipo says the job has opened her mind, as she sets about “educating the community on how to live with their animals and how to live with their trees.” Populations of many wildlife species in Zimbabwe have been declining over the last 30 years due to consecutive droughts, habitat loss, poaching and sale of wildlife products. ©FAO/Dan Hargrove After undergoing training at the Munshandike College of Wildlife Management, Chipo and her fellow Resource Monitors are now a driving force in the training aspect of the initiative, providing communities with innovative and effective ways to reduce conflict with wildlife, such as making and using chilli fences and chilli bricks to ward off elephants. In the Mucheni Community Conservancy, the level of awareness and knowledge about wildlife management has significantly increased as she and her fellow Resource Monitors have been reporting and responding to incidents of human-wildlife conflict.","03/03/2025","2025-03-03","2025","3","https://www.fao.org/newsroom/story/a-gift-for-conservation-helps-reduce-conflict-between-humans-and-wildlife/en","1"
"success-stories","Gender and plant production and protection","The biodiversity connection","Whether it’s using indigenous seeds that are more resilient, combining coffee crops with banana plants or restoring pollinator populations, biodiversity is not an abstract concept tossed around by scientists and activists. It is a whole range of concrete practices that farmers put into action in ...","©FAO/ Helen Lugada Whether it’s using indigenous seeds that are more resilient, combining coffee crops with banana plants or restoring pollinator populations, biodiversity is not an abstract concept tossed around by scientists and activists. But after the Food and Agriculture Organization of the United Nations (FAO) organized a training for farmers on the benefits of these seeds, “we began to reach out to village elders to collect these indigenous seeds, and we started planting them.” Over time, Jane and her fellow farmers were able to grow significant quantities of crops such as indigenous varieties of maize and beans. So, to deal with pests like the black coffee twig borer, which dries out the coffee twigs, “we’ve tried to fight them with traps.” Learning from FAO trainings, John has also put more emphasis on removing weeds and unproductive branches which provide a breeding ground for pests.","24/02/2025","2025-02-24","2025","2","https://www.fao.org/newsroom/story/the-biodiversity-connection/en","1"
"success-stories","Gender equality and women's empowerment","Empowering women in Rural Homs through literacy and dialogue","In the farming community of rural Homs, a transformative initiative has taken place. With generations of unequal social norms, women and girls in many rural areas in Syria are subjected to different forms of discrimination and social injustice. Early marriage and economic disadvantage are core ex...","To address these challenges, the Food and Agriculture Organization of the United Nations (FAO) has been implementing two innovation pilot projects on the prevention of Violence Against Women and Girls (VAWG) in Homs and Rural Damascus governorates under the ‘Building Local Resilience in Syria (BLRS)’ project. “I now realize how literacy could change women’s lives,” Nofa noted: “If I had a proper education, I could have found a job and relied on myself, so I will make sure my daughters get an education.” Nofa adds. More than words The Dimitra Clubs have equipped women farmers with literacy skills and also served as a platform to discuss social issues, such as early marriage as a form of violence against women and girls.","23/02/2025","2025-02-23","2025","2","https://www.fao.org/syria/news/details/empowering-women-in-rural-homs-through-literacy-and-dialogue/en","1"
"success-stories","Gender equality and women's empowerment","The skills that saved one Georgian woman’s life","For Nino Kavtaradze, the income which she makes using her skills and decades of experience producing dried fruits, jams and distinctive Georgian cheeses has literally meant the difference between sickness and health. Nearly 20 years ago, she explains, “I was diagnosed with a severe disea...","Nino found 30 local women dairy farmers who were interested in participating in the FAO Farmer Field School, where farmers learn from each other, with the technical guidance of FAO food technologists, agronomists and veterinarians. “I wanted my cheeses to stand out,” Nino highlights, “This is why I added dried fruits to my products and started creating cheese with dried figs, plums and kiwi.” By partnering with Nino and her fellow Lead Farmers, FAO has helped more than 600 smallholder women dairy farmers to produce a range of cheese varieties ©FAO/Guram Saqvarelidze Another “Ninoian” experiment was making sweet jams with spicy peppers. Once Nino’s customers tried the combination, “they liked it and this is how I sold cheese in greater quantities, while those who bought the pepper jam once, returned to buy more.” By partnering with Nino and her fellow Lead Farmers, FAO has helped more than 600 women dairy farmers to produce a range of cheese varieties, from caciotta to halloumi.","12/02/2025","2025-02-12","2025","2","https://www.fao.org/newsroom/story/the-skills-that-saved-one-georgian-womans-life/en","1"
"success-stories","Gender equality and women's empowerment","A jack of all fruits","The jackfruit was Bangladesh’s natural choice for the FAO One Country One priority product initiative, which helps countries identify and maximise the market potential of certain national products.","The jackfruit was Bangladesh’s natural choice for the FAO One Country One priority product initiative, which helps countries identify and maximise the market potential of certain national products. I never thought jackfruit would change my life like this.” The learnings were part of the FAO One Country One Priority Product (OCOP) initiative which helps countries identify the products that have the most market potential and provides support in maximising it. It’s not just about growing more jackfruit—it’s about growing better-quality jackfruit, which in turn means higher incomes and improved livelihoods.","13/01/2025","2025-01-13","2025","1","https://www.fao.org/newsroom/story/a-jack-of-all-fruits/en","2"
"success-stories","Gender and innovative and labour-saving technologies","The importance of “bean” women","Nestled in the town of Berd, in the picturesque Tavush region of Armenia, a group of women are proving the power of sisterhood.","The Berd Bean Women’s Association formed as part of LEAD programme supported by FAO and UNDP, with funding from the European Union. Together, the women navigate obstacles, such as small, scattered plots that make it hard for the women to achieve economies of scale or invest in labour-saving technologies. Through their association, they are not only improving their own livelihoods but also inspiring other women in the region to come together and find strength in their shared experiences, driving change in rural economies.","06/01/2025","2025-01-06","2025","1","https://www.fao.org/newsroom/story/the-importance-of-bean-women/en","2"
"success-stories","Gender equality and women's empowerment","Weaving new futures","In Magdalena Milpas Altas, in central Guatemala, Marla Chanta, a 45-year-old artisan, is crafting more than artisanry – she is creating new opportunities for her family and community.","Guatemalan women blend heritage and fashion to drive economic and social change Women in the mountainous villages of Guatemala are improving their economic statuses while keeping ancient weaving techniques alive through an FAO Mountain Partnership-supported initiative. ©FAO/Charlie Quezada- Cohete Studio In Magdalena Milpas Altas, in central Guatemala, Marla Chanta, a 45-year-old artisan, is crafting more than artisanry – she is creating new opportunities for her family and community. In these mountain communities, men typically work in agriculture or migrate abroad to earn enough to support their families while the women remain in their villages, producing rich craftmanship rooted in their cultural heritage.","10/12/2024","2024-12-10","2024","12","https://www.fao.org/gender/success-stories/success-stories-detail/weaving-new-futures/en","2"
"success-stories","Gender and investment in sustainable agrifood systems","Investing in families opens up markets","Esther Kyalo participates in a Farmer Field School in Kitui county, Kenya. Assisting farmers in developing their businesses, farmer field schools are an integral part of Kenya’s National Agricultural and Rural Inclusive Growth Project, financed by the World Bank and designed and implemented with the support of FAO’s Investment Centre.","Assisting farmers in developing their businesses, farmer field schools are an integral part of Kenya’s National Agricultural and Rural Inclusive Growth Project, financed by the World Bank and designed and implemented with the support of FAO’s Investment Centre. Seeing the way the field schools has influenced the lives of people is a great source of satisfaction.” An FAO flagship tool, farmer field schools have been implemented in Kenya on a large scale through the NARIG project. As a partnership between FAO, governments and international financial institutions such as the World Bank, field schools allow farmers to harness technologies and technical expertise and turn these into great impacts on their farms and livelihoods.","25/11/2024","2024-11-25","2024","11","https://www.fao.org/newsroom/story/investing-in-families-opens-up-markets/en","2"
"success-stories","Gender and climate change, agroecology and biodiversity","Green businesses for biodiversity and climate action","Through Pacífico Biocultural, a GEF-funded project, FAO promotes the understanding of the interconnectedness between cultural and biological diversity.","Nature, peace and culture converge in the Colombian Pacific Through Pacífico Biocultural, a GEF-funded project, FAO promotes the understanding of the interconnectedness between cultural and biological diversity. Their task: to find and collect pianguas, a type of saltwater clam, that lives buried within the roots of mangrove trees in the Pacific region of Colombia. Magnolia then jumps overboard, climbs a wall of mud and walks as far as possible into the mangrove forest, jumping and weaving through long roots.","21/11/2024","2024-11-21","2024","11","https://www.fao.org/gender/success-stories/success-stories-detail/green-businesses-for-biodiversity-and-climate-action/en","2"
"success-stories","Gender and climate change, agroecology and biodiversity","From hardship to harvest in Kazakhstan","Through a GEF-funded FAO project, women in Kazakhstan receive hands-on training on successful greenhouse cultivation and sustainable agriculture.","Thanks to the training course provided by FAO’s partner, the Local Community Foundation of Enbekshikazakh District, Aishagul has improved her vegetables and produce-growing skills, allowing her to independently cultivate food. Pavel Kavunov, an agronomist working at the Foundation, explained the training offered by the project: ""We focused on practical, climate-smart agriculture techniques that ensure these women can produce quickly and sustainably.” He imparted information on the characteristics of seedlings, their root systems and important aspects to consider during planting. By empowering rural women with tools and knowledge to undertake agricultural ventures, FAO is promoting equality of opportunity, enhancing women’s economic stability and independence.","05/11/2024","2024-11-05","2024","11","https://www.fao.org/newsroom/story/from-hardship-to-harvest-in-kazakhstan/en","2"
"success-stories","Gender and land and water","Every potato is unique, some are UNICA","Among the various types of potatoes grown all over the world, there is a particular reddish variety called UNICA, growing in Esther Murugi’s half an acre of land in Laikipia County, Kenya. Named after the University of Ica in southern Peru, where UNICA was initially released in the 1990s, this variety is now being grown by potato farmers across the globe.","“We chose the UNICA potato variety based on the local needs of the farmers, the environmental conditions and in answering to the project goals of building the resilience of potato farmers to climate change using climate-smart techniques. ©FAO Trainings spring impactful results The WEE-CSA project provided women farmers in Laikipia with trainings on how to grow the UNICA potato variety, handle the post-harvest process, as well as find ways to sell their products to the local markets. By promoting partnerships between women potato farmers and local potato businesses, they can increasingly work together to meet the demands in other local markets, ensuring the livelihoods of women farmers and the continuation of sustainable potato production.","31/10/2024","2024-10-31","2024","10","https://www.fao.org/newsroom/story/every-potato-is-unique--some-are-unica/en","2"
"success-stories","Gender equality and women's empowerment","Cultivating fonio, cultivating traditions","Christabel Kwasi, a young Ghanian farmer and mother, learned that with better farming practices, she and her family can rely on fonio all year-round.","Together with FAO and Ghana's Ministry of Food and Agriculture, Chef Fatmata Binta, an advocate of fonio as a nutritious food and a livelihood opportunity for women farmers, is aiming to boost fonio production and consumption in Chereponi and across the country. To minimize the labour-intensive process of processing fonio, Chef Binta is providing processing machines, and with training on the use of the machine, women fonio producers will be able to process fonio with better quality and greater quantities. ©FAO/Fanjan Combrink Investing in women fonio farmers Through training sessions on better production and post-harvest techniques, women fonio producers learned to increase their yields and properly store their grains to prevent food loss.","16/10/2024","2024-10-16","2024","10","https://www.fao.org/newsroom/story/cultivating-fonio-cultivating-traditions/en","2"
"success-stories","Gender and innovative and labour-saving technologies","Feeding the future: the story of Laruwati and Home-Grown School Meals in Nepal","Laruwati Kamat, a rural woman farmer from Siraha district in eastern Nepal, has always known the value of fresh food.","“Now we have more produce to eat and sell.” This transition from traditional farming to a more innovative, sustainable approach has increased Laruwati’s income and transformed her into a key contributor to her community’s food security and nutrition. Photo Credit: UN Women/Srijana Bhatta Jointly implemented by the FAO, IFAD, WFP and UN Women (as a lead agency), the JP RWEE programme seeks to promote sustainable agriculture practices among rural women, support healthy food production and increase their incomes. Empowering Women Through Food The Home-Grown School Feeding initiative is not only about feeding schoolchildren; it is also about empowering women like Laruwati.","15/10/2024","2024-10-15","2024","10","https://www.fao.org/brussels/news/news-detail/feeding-the-future--the-story-of-laruwati-and-home-grown-school-meals-in-nepal/en","2"
"success-stories","Gender and climate change, agroecology and biodiversity","Seeds of Resilience: Empowering Women in Agriculture in Palestine","In the sun-drenched hills of Palestine, in towns like Qabalan, Dura and Tufah, a quiet transformation is unfolding despite challenges such as conflict, transportation delays, soaring costs, and climate change, with Palestinians—especially women in farming and herding communities—forging a new path of resilience and empowerment.","© FAO/Azzam Saleh In the sun-drenched hills of Palestine, in towns like Qabalan, Dura and Tufah, a quiet transformation is unfolding despite challenges such as conflict, transportation delays, soaring costs, and climate change, with Palestinians—especially women in farming and herding communities—forging a new path of resilience and empowerment. © FAO/Bayan Mujahed Dura’s women Like in Qabalan, 20 women in Dura, a small town in the south of the West Bank, formed a partnership in 2012, with FAO’s support to produce hand-rolled maftool, a Palestinian staple, similar in texture to couscous. Through the FAO’s ""Support Economic Growth through Optimized Agricultural Value Chains in the West Bank"" project, funded by the Government of Canada, these women are poised to achieve a Better life – it aims to enhance incomes and strengthen Palestinian land ownership.","14/10/2024","2024-10-14","2024","10","https://www.fao.org/neareast/news/stories/details/seeds-of-resilience--empowering-women-in-agriculture-in-palestine/en","2"
"success-stories","Gender equality and women's empowerment","Building bridges to entrepreneurship in Ghana and Nigeria","Augustina Akosua Asor Tufuor’s entrepreneurial spark was ignited while she was a student at the University of Ghana Business School and enrolled in a course on business management. The same year, she met a group of rural farmers and saw the vast potential for local agricultural products, as well as the hurdles they faced.","According to a study by the International Trade Centre (ITC), over 70 percent of women-led businesses in Africa have insufficient access to financial services, while many also operate in the informal sector where they lack legal protections and access to training and market information. “Most women rely on their own financing to go into business… so the programme tries to address this by bringing financial service providers like commercial banks together with women agripreneurs, creating an opportunity for dialogue,” said Bethel Terefe, Senior Gender Expert in the FAO Regional Office for Africa. Francesca Distefano, EWAT Programme Coordinator, elaborates, “In 2024, we launched a mentorship programme, which provides EWAT beneficiaries with one-on-one dedicated support and advice to navigate business management and expansion… In Ghana and Nigeria, EWAT is also in the process of disbursing small grants to selected women, including to Asma and Augustina, to support them to cover standards certification and formalization of their products.” By the end of the year, EWAT will deliver finance training and organise meetings with financial institutions to help women agripreneurs present their businesses and explore investment opportunities.","14/10/2024","2024-10-14","2024","10","https://www.fao.org/newsroom/story/building-bridges-to-entrepreneurship-in-ghana-and-nigeria/en","2"
"success-stories","Gender and innovative and labour-saving technologies","Innovation lays the path to prosperity","Farming has been a way of life for Jacqueline Hakizimana, but the techniques that were passed down to her weren’t producing enough to feed her family.","It was during this period that Jacqueline heard about Farmer Field Schools (FFS) being implemented by the Food and Agriculture Organization of the United Nations (FAO), together with Burundi’s Ministry of Environment, Agriculture and Livestock and local NGOs. Jacqueline is now president of the Turwanyubukene Cooperative, which translates to “Overcoming Poverty Together.” Today, she trains other members of the cooperative in the agricultural techniques she has mastered, and her influence is felt throughout her community. ""Now, I know they have a better future ahead."" FAO’s efforts in Burundi are not just about increasing agricultural production, they are about building resilient communities capable of facing economic and environmental challenges.","10/10/2024","2024-10-10","2024","10","https://www.fao.org/newsroom/story/innovation-lays-the-path-to-prosperity/en","2"
