"section","category","title","summary","article_summary","date","date_iso","year","month","url","page"
"news","Gender and inclusive food systems and value chains","Together for farmers: FAO and COP29 Presidency launch the ‘Baku Harmoniya Climate Initiative for Farmers’","Baku - To help farmers navigate their way through dozens of initiatives and programs working to support climate-resilient agrifood systems transformation, the Food and Agriculture Organization of the United Nations (FAO), in partnership with the Azerbaijan COP29 Presidency, today launched a ...","Platform will help farmers navigate the current network of agriculture-focused initiatives and programs Without agrifood systems solutions, global biodiversity, climate and land degradation neutrality goals are unattainable ©FAO/Anis Mili Baku - To help farmers navigate their way through dozens of initiatives and programs working to support climate-resilient agrifood systems transformation, the Food and Agriculture Organization of the United Nations (FAO), in partnership with the Azerbaijan COP29 Presidency, today launched a new platform, the Baku Harmoniya Climate Initiative for Farmers. Unparalleled opportunity Kaveh Zahedi, Director of FAO’s Office of Climate Change, Biodiversity and Environment, described the initiative as ""one of the most exciting being launched at COP29 , representing an unparalleled opportunity to collectively drive climate solutions through agrifood systems.” He said: “FAO looks forward to working with the COP29 Azerbaijan Presidency, future Presidencies, as well as stakeholders and partners, to accelerate the transformation towards sustainable and resilient agrifood systems.” The President of COP29, Mukhtar Babayev, opened the launch event. The initiative, launched at the opening of COP29’s Food, Agriculture and Water Day , will be hosted by FAO as part of the Food and Agriculture for Sustainable Transformation ( FAST ) Partnership, a multi-stakeholder platform established at COP27 in 2022 that works to strengthen the quantity and quality of climate finance in agrifood systems for the most vulnerable.","19/11/2024","2024-11-19","2024","11","https://www.fao.org/newsroom/detail/fao-and-cop29-presidency-launch-baku-harmoniya-climate-initiative-19112024/en","1"
"news","Gender equality and women's empowerment","Empowering women in agricultural trade through access to finance","In 2021, FAO launched the programme Empowering Women in Agriculture Tra...","Patience joined over 45 women at the Food and Agriculture Organization (FAO) Regional Office for Africa in Accra recently for a two-day intensive training on business management and access to finance, organized by FAO in collaboration with the African Continental Free Trade Area (AfCFTA) Secretariat and the International Trade Centre (ITC). Bridging gaps in agricultural trade for women In 2021, FAO launched the programme Empowering Women in Agriculture Trade (EWAT) with the ambition of ensuring the African Continental Free Trade Area (AfCFTA) creates equitable opportunities for women in agriculture. Building on the results achieved by the EWAT programme, the FAO Africa Gender Unit has continued to work to address inequalities in access to financial services for women agriprenerus in the region through mentorship, skills development and disbursement of small grants.","01/11/2024","2024-11-01","2024","11","https://www.fao.org/africa/news-stories/news-detail/empowering-women-in-agricultural-trade-through-access-to-finance/en","1"
"news","Gender and inclusive food systems and value chains","Commit to Grow Equality attracts broad commitments from partners to increase gender equality in agrifood systems","FAO’s Commit to Grow Equality initiative has attracted an initial set of wide-ranging commitments from a diverse group of stakeholders that could benefit up to 54 million women in agrifood systems.","FAO Director-General QU Dongyu announces FAO commitments to Commit to Grow Equality ©FAO FAO’s Commit to Grow Equality initiative has attracted an initial set of wide-ranging commitments from a diverse group of stakeholders that could benefit up to 54 million women in agrifood systems. Among sister UN agencies, the World Food Programme pledged to mobilize support for 10 million women through their own financial accounts, while IFAD will reach several million women through commitments to include gender transformative actions in 35% of their portfolio and through the Gender Transformative Mechanism in the Context of Climate Adaptation . FAO’s commitments, announced by Director-General QU Dongyu, focus on taking a gender transformative approach to 10% of the organization’s projects, launching an internal gender transformative prize to recognize teams that demonstrate the use of gender transformative approaches in their projects and programmes, promoting the uptake of the CFS Voluntary Guidelines on Gender Equality and Women’s and Girls’ Empowerment in the Context of Food Security and Nutrition in ten countries by 2026, and increasing the availability of gender-related data in its FAOSTAT statistical database.","28/10/2024","2024-10-28","2024","10","https://www.fao.org/gender/news/news-detail/commit-to-grow-equality-attracts-broad-commitments-from-partners-to-increase-gender-equality-in-agrifood-systems/en","1"
"news","Gender and innovative and labour-saving technologies","World Food Forum: Inclusive innovation takes centre stage at SIF 2024","The Science and Innovation Forum (SIF 2024), one of the three pillars of the World Food F...","©FAO/Victor Sokolowicz Rome — The Science and Innovation Forum (SIF 2024), one of the three pillars of the World Food Forum 2024 , together with the Global Youth Forum and the Investment Forum , wrapped up three days of discussions on Friday at the Rome headquarters of the Food and Agriculture Organization of the United Nations (FAO) on how to make cutting-edge technologies available to small-scale producers. These include the WaPOR portal , which monitors and reports on agriculture water productivity over Africa and the Near East; the Agricultural Stress Index System , which searches satellite data for emerging signs of drought; the SEPAL system , which tracks small-scale changes in forests that can indicate fires or illegal logging; the Fall Armyworm app , which enables farmers to detect Fall Armyworm damage in a timely manner; and FAO’s Data Lab , which uses non-conventional sources and builds AI-driven tools to modernise statistical processes to support agrifood systems transformation. Science and Innovation Forum 2024 World Food Forum 2024 Gene editing and agrifood systems Gene editing and food safety Rome Call for AI Ethics FAO News and Media (+39) 06 570 53625 [email protected] Nicholas Rigillo FAO News and Media (Rome) [email protected]","18/10/2024","2024-10-18","2024","10","https://www.fao.org/newsroom/detail/world-food-forum--inclusive-innovation-takes-centre-stage-at-sif-2024/en","1"
"news","Gender and food security and nutrition","World Food Forum: putting youth at the forefront in efforts to tackle hunger ensuring good food for all, for today and tomorrow","The World Food Forum’s (WFF) Global Youth Forum opened today at the Food and Agriculture Organization of the United Nations (FAO), marking a week of activities dedicated to youth-led solutions and actions for tr...","The Global Youth Forum’s opening ceremony gave voice to young changemakers, setting the stage for impactful discussions throughout the week Youth attending the Youth Forum's opening ceremony at FAO headquarters ©FAO/Riccardo De Luca Rome – The World Food Forum’s (WFF) Global Youth Forum opened today at the Food and Agriculture Organization of the United Nations (FAO), marking a week of activities dedicated to youth-led solutions and actions for transforming agrifood systems under the theme “Good food for all, for today and tomorrow” . Key contributors included Linkham Douangsavanh, Minister of Agriculture and Forestry, Lao PDR; Felipe Paullier, Assistant Secretary-General for Youth Affairs at the United Nations Youth Office; Juriaan Middelhoof, Dutch Ambassador for Youth, Education and Work; Marianna Montes Moreno, Chief of International Affairs and Cooperation of the Office of the First Lady of the Republic of El Salvador; Leyla Hasanova, COP29 Youth Climate Champion; and Andile Mnguni, WFF Youth Policy Board Member. Youth empowerment and cultural exchange: a path to transformation The forum will feature four thematic programmes: Youth Assembly, Youth Innovation Lab, Youth Education and Youth Culture – as well as Local Youth Action, where the WFF will launch 11 new National Chapters to reach a total of 25 that are bringing the impact of the WFF to the local level.","14/10/2024","2024-10-14","2024","10","https://www.fao.org/newsroom/detail/world-food-forum--putting-youth-at-the-forefront-in-efforts-to-tackle-hunger-ensuring-good-food-for-all--for-today-and-tomorrow/en","1"
"news","Gender in forestry and agroforestry","Filipino community leader wins Wangari Maathai Forest Champions Award 2024","Filipino community leader Nida Collado today won the 2024 Wangari Maathai Forest Champions Award for her outstanding achieve...","Nida Collado announced as the seventh winner of the award at the 27th Session of the Committee on Forestry Nida Collado ©Keith Anthony Fabro for Mongabay Rome - Filipino community leader Nida Collado today won the 2024 Wangari Maathai Forest Champions Award for her outstanding achievements and steadfast commitment to forest conservation and restoration and improving livelihoods. “When we see our forests’ rich ecosystem, the mangroves are thriving, when we still smell fresh air, enjoy swimming in clean waters, and water sources are not scarce, those are priceless rewards.” Inspired by Wangari Maathai Established by the Collaborative Partnership on Forests in 2012, the Wangari Maathai Forest Champions Award recognizes outstanding individuals for their pioneering efforts in promoting community forest management involving indigenous communities and all forest users. The Wangari Maathai Forest Champions Award FAO’s forestry work 27th Session of the Committee on Forestry 9th World Forest Week Luo Hai FAO News and Media (Rome) [email protected] FAO News and Media (+39) 06 570 53625 [email protected]","27/07/2024","2024-07-27","2024","7","https://www.fao.org/newsroom/detail/filipino-community-leader-wins-wangari-maathai-forest-champions-award-2024/en","1"
"news","Gender and food security and nutrition","Inequality stands in the way of the global fight against hunger, FAO tells G20","In a world where the climate crisis is affecting the food security of the most vulnerable, economic growth must be supported by policies aimed at reducing inequalities, QU Dongyu, the Director-General of the Food and Agriculture Organization of the United Nations (FAO), told a G20 Development ...","FAO Director-General QU Dongyu addresses a Group of 20 Development Ministerial Meeting in Rio de Janeiro FAO's Director-General was invited to deliver closing remarks at a session on Inequalities and Trilateral Cooperation. ©FAO / Max Valencia Rio de Janeiro — In a world where the climate crisis is affecting the food security of the most vulnerable, economic growth must be supported by policies aimed at reducing inequalities, QU Dongyu, the Director-General of the Food and Agriculture Organization of the United Nations (FAO), told a G20 Development Ministerial Meeting in Brazil on Tuesday. The FAO Strategic Framework 2022-31 lays the groundwork for the transformation of global agrifood systems to be more efficient, more inclusive, more resilient and more sustainable, for the Four Betters: better production, better nutrition, a better environment, and a better life - leaving no one behind , he said.","23/07/2024","2024-07-23","2024","7","https://www.fao.org/newsroom/detail/inequality-stands-in-the-way-of-the-global-fight-against-hunger--fao-tells-g20/en","1"
"news","Gender equality and women's empowerment","On International Tea Day, FAO spotlights the role of women in the sector and their significant contributions","Women’s vital roles in the tea industry and how to overcome the challenges they face was the theme of today' s celebration for the 2024 International Tea Day hosted by the Food and Agriculture Organiza...","Celebration also provides a space for coffee sector FAO Director-General QU Dongyu visits the tea and coffee tasting event ©FAO/Alessia Pierdomenico Rome - Women’s vital roles in the tea industry and how to overcome the challenges they face was the theme of today' s celebration for the 2024 International Tea Day hosted by the Food and Agriculture Organization of the United Nations (FAO). In addition, an exhibition was organized by FAO’s Globally Important Agricultural Heritage Systems (GIAHS) programme, including a photo-video gallery focusing on five GIAHS tea sites: The Pu'er Traditional Tea Agrosystem in China, boasting the world's largest area of tea forest plantations; the traditional tea-grass system in Shizuoka, Japan, employing a farming technique known as Chagusaba, that ensures biodiversity, sustainability and the production of high-quality tea; the Fuzhou Jasmine System in China, with over 2 000 years of tradition and innovation, providing vital income for local farmers; the Anxi Tieguanyin Tea Culture System in China , where the the Tieguanyin tea tree was first discovered and where the beloved Oolong tea originates; the Traditional Hadong Tea Agrosystem in the Republic of Korea, combining traditional techniques and processing methods with a history spanning 1 200 years. International Tea Day Video News Release: International Tea Day Globally Important Agricultural Heritage Systems (GIAHS) Intergovernmental Group on Tea Committee on Commodity Problems FAO Markets and Trade FAO News and Media (+39) 06 570 53625 [email protected] Francis Markus FAO News and Media (Rome) [email protected]","21/05/2024","2024-05-21","2024","5","https://www.fao.org/newsroom/detail/on-international-tea-day--fao-spotlights-the-role-of-women-in-the-sector-and-their-significant-contributions/en","1"
"news","Gender and inclusive food systems and value chains","FAO welcomes the celebration of the International Year of the Woman Farmer in 2026","Approved by the UN General Assembly, it will increase awareness of the crucial role women farmers play in agrifood systems","Approved by the UN General Assembly, it will increase awareness of the crucial role women farmers play in agrifood systems A woman farmer with a basket of harvested vegetables ©FAO/Than Rathany New York/Rome –The Food and Agriculture Organization of the United Nations (FAO) welcomes the resolution adopted today by the United Nations (UN) General Assembly to declare 2026 as International Year of the Woman Farmer. It also invites UN Member States, organizations of the United Nations System, other international organizations and stakeholders, including civil society, private sector and academia, to increase awareness of the crucial role that women farmers around the world play in agrifood systems, as well as their contributions to food security, nutrition and poverty eradication. In this regard, the International Year of the Woman Farmer 2026 will serve as a platform for the adoption of effective policies and actions against the barriers and challenges that women farmers face across agrifood systems, as well as to promote gender equality and the empowerment of all women in agriculture.","02/05/2024","2024-05-02","2024","5","https://www.fao.org/gender/news/news-detail/fao-welcomes-the-celebration-of-the-international-year-of-the-woman-farmer-in-2026/en","1"
"news","Gender and food security and nutrition","Transforming discriminatory gender norms to build food security and reduce gender based violence in Zimbabwe","In the small Lowveld town of Chiredzi, 433 km from Zimbabwe’s capital c...","As part of its urban cash assistance programming in Zimbabwe, WFP has been offering 'Toose', a gender transformative approach that addresses some of the root causes of intimate partner violence, such as economic instability and harmful social norms. The pair participate in the World Food Programme’s (WFP) urban cash assistance and urban resilience programmes that target food-insecure households to provide immediate relief and build sustainable livelihoods. In recent years, urban food insecurity has become increasingly prevalent in Zimbabwe, largely due to the country’s economic challenges, characterized by high inflation and rising food costs.","22/04/2024","2024-04-22","2024","4","https://www.fao.org/gender/news/news-detail/transforming-discriminatory-gender-norms-to-build-food-security-and-reduce-gender-based-violence-in-zimbabwe/en","1"
"news","Gender equality and women's empowerment","Climate, gender and innovation are top priorities for FAO-North America collaboration","Ottawa – The climate crisis, gender equality and innovation are three priorities that should guide the cooperation between Canada, the United States, and the Food and Agriculture Organization of the United Nations (FAO) over the next two years.","FAO Director-General QU Dongyu addresses the Informal North America Regional Conference in Ottawa The Director-General thanked Canada and the United States for their ongoing support in his video address to the 8th edition of FAO's North America Regional Conference. ©FAO/Dave Chan Ottawa – The climate crisis, gender equality and innovation are three priorities that should guide the cooperation between Canada, the United States, and the Food and Agriculture Organization of the United Nations (FAO) over the next two years. The Director-General reminded the conference about his efforts to improve transparency in FAO’s governance arrangements, as well as his focus on re-creating FAO as “an agile, action-oriented fit-for-purpose Organization, capable of innovating and finding solutions to the ongoing global challenges.” Such challenges include persistently high food prices, economic slowdowns, and the climate crisis, which disproportionally affect the most vulnerable.","09/04/2024","2024-04-09","2024","4","https://www.fao.org/newsroom/detail/climate--gender-and-innovation-are-top-priorities-for-fao-north-america-collaboration/en","2"
"news","Gender equality and women's empowerment","FAO and AfDB host joint event on investing in gender equality to mitigate and prevent food crises and transform agrifood systems","The side event aimed to highlight the critical role of financing for development in promoting gender equality and women’s empowerment as a cornerstone to prevent and mitigate food crises and transform agrifood systems.","During a side event co-organized by FAO and the African Development Bank (AfDB) on 15 March 2024 the sidelines of the 68th session of the Committee on the Status of Women (CSW68) at the United Nations headquarters in New York, speakers discussed innovative financing mechanisms and lessons learned from experiences at the country level that can contribute to the mitigation and prevention of food crises and transformation of agrifood systems in favor of gender equality and women’s empowerment. “Whether we’re talking about bilateral donors, multilateral donors or line ministries that are working on agriculture, there is simply not enough money going towards closing these gender gaps – despite the fact that we know that investing in women can be a ‘silver bullet’: increasing food security, increasing household incomes, increasing resilience and increasing global GDP,” noted Lauren Phillips, Deputy Director of FAO’s Rural Transformation and Gender Equality Division. The AfDB’s Chief Partnership Officer Cynthia Kamikazi highlighted the Bank’s strategic commitments to support the Affirmative Finance Action for Women in Africa (AFAWA) and Technologies for African Agricultural Transformation (TAAT) initiatives, while Corinne Hart, Senior Gender Advisor for Energy, Environment, and Climate at USAID, spoke about the Climate Gender Equity Fund launched at COP27, and Ndaya Beltchika, Lead Technical Specialist Gender, Targeting and Social Inclusion at IFAD, presented the Gender Transformative Mechanism in the Context of Climate Adaptation .","05/04/2024","2024-04-05","2024","4","https://www.fao.org/gender/news/news-detail/fao-and-afdb-host-joint-event-on-investing-in-gender-equality-to-mitigate-and-prevent-food-crises-and-transform-agrifood-systems/en","2"
"news","Gender equality and women's empowerment","FAO and chef Fatmata Binta announce new project to empower women fonio producers in Ghana","A new project aimed at supporting women fonio producers in Ghana has been announced by the Food and Agriculture Organization of the United Nations (FAO) and acclaimed chef Fatmata Binta.","From the FAO Regional Office for Africa Chef Fatmata Binta with fonio producers in Ghana. ©Fatmata Binta David Youngs FAO Ghana - Communications [email protected] Zoie Jones Regional Communications Officer (Regional Office for Africa) [email protected]","29/03/2024","2024-03-29","2024","3","https://www.fao.org/newsroom/detail/fao-and-chef-fatmata-binta-announce-new-project-to-empower-women-fonio-producers-in-ghana/en","2"
